date;Autres;Centres de santé;Cures thermales;Dentistes;Généralistes;Indemnités journalières (IJ);Infirmières;Kinésithérapeutes;Laboratoires;Liste des produits et prestations (LPP);Médicaments;Orthophonistes;Orthoptistes;Psychologues;Pédicures;Remboursement de soins à l'étranger;Sages-femmes;Spécialistes;Total;Transports;dont IJ accidents du travail;dont IJ acidents du travail;dont IJ maladie;dont autres médicaments (franchises, Rosp, gardes pharmacies …);dont médicaments remboursés de ville;dont médicaments remboursés à 100%;dont médicaments remboursés à 15%;dont médicaments remboursés à 30%;dont médicaments remboursés à 65%;dont rétrocession hospitalière
2015-01-01;2510099.6362070004;56785913.272631995;13569451.014;218360090.8547976;745599821.212524;778398541.62;417368087.407904;248942483.228;226258031.154;409408045.71;1760247012.4754324;47235961.84134;5171914.9363;;1385454.66249;13128018.075;16751191.590737998;781388141.023946;6028024000.84737;285515741.13206;;224359425.43;554039116.19;77314685.96959999;;984029935.05;8494955.8794;38111555.2764326;431485020.05;220810860.25
2015-02-01;4016426.095132;55287133.948589996;16251533.443;217672532.4430585;461564705.01219094;774695592.21;417706099.476;247407044.745;226509406.203;397228057.75;1635961779.9258654;42313807.29327;4949723.7412;;1386585.4549800002;13065309.183;16577969.628104001;750377434.4350171;5561081671.291377;278110530.30397;;219449898.39;555245693.8199999;-44154300.1383;;981723443.39;8450237.9145;38048474.8396654;428263168.98;223630754.94
2015-03-01;5051654.929671;58758920.01431;18071913.297;234100746.08940497;461090846.9559999;779007073.29;420545033.30773705;261955925.04999998;236519698.404;425168593.01;1644557192.757665;52489197.92182;5481767.1321;;1505578.73935;13344798.754;17802744.96049;779317690.0814149;5705020052.036714;290250677.34175;;224029951.61;554977121.6800001;-43327208.815036;;991276420.07;6271332.5328;37719563.359901115;422730503.24;229886582.37
2015-04-01;6788214.524708999;57922315.325767994;17682513.836;225304337.18927002;452627020.42692107;777336096.7800001;424249715.83945405;257120960.48700002;239212288.16399997;426985986.94;1627876006.5596244;45845411.013914;5260044.23512;;1445524.04996;13250676.96;17690389.711722;775644531.079851;5659840374.193704;287598341.07039;;219442997.25;557893099.53;-42986377.890728995;;988357482.27;5913009.6586;38169581.36175342;417058852.96;221363458.2
2015-05-01;4282449.423827;57663703.494710006;19371516.721;217840759.72790998;449977175.5463781;772364356.3800001;429948480.98897994;246118206.805;236412326.64;403306015.38;1603167950.0306013;46526470.02985801;5348869.9422;;1460631.6356300001;13257230.714;17746584.999098998;758086318.525753;5567403585.346766;284524538.36182004;;224810390.58;547553965.8;-43147521.94346;;986988795.72;5905947.7589;38447073.45516149;413679933.04;201293722.0
2015-06-01;3739088.653026;58263837.345203996;15912272.178;231702042.75636;466538199.34828216;813190037.5;426999462.9899199;264304795.002;238575271.866;437120061.85;1603564139.7745347;48777888.713842;5377755.4907;;1528253.9246999999;13824796.287;17883442.705314998;768029246.5201559;5704704281.888559;289373688.98352003;;232666464.1;580523573.4;-42902036.749;;987882426.63;5791510.039;37886808.224534765;413357962.31;201547469.32
2015-07-01;5024817.126395;57763155.21141466;17219283.922;225493378.047825;453154312.27480215;792971961.5799999;432697317.0071021;261767034.874;240974303.18;424571698.06;1606755152.085987;48395299.978690006;5256350.1725;;1501027.63265;13526941.214;18233193.561751;783169567.3908981;5681580446.036076;293105652.71606;;228065052.17;564906909.41;-41261871.96768;;1008076564.7;5832204.0336;37210214.90006737;409057540.23;187840500.19
2015-08-01;2656420.0070139994;60663586.04740667;19163533.286;229204894.33993602;453875107.2433411;797672986.54;434296643.8344593;268297391.57900003;249048637.283;437438793.84;1567572239.625868;53866383.38555001;5459615.10572;;1515077.74496;13948444.624;18496817.176872;776200655.9303219;5681532469.81085;292155242.21739995;;229472347.52;568200639.02;-42020571.688204;;989185509.98;5881349.7366;36713635.687471986;402630848.99;175181466.92
2015-09-01;7199461.189189001;58266111.70492266;17823902.028;228077712.890773;455397434.3828719;802367254.5799999;432451079.3764301;263122967.291;237316068.226;440877458.87;1617714828.5256188;49842352.848312;5399609.4251999995;;1564296.07541;14491062.449;18256427.333373;786796869.3577799;5729662526.0052;292697629.45132;;231265356.06;571101898.52;-44572053.528516;;1017031279.6;6298882.5187;38821830.1954349;420215887.77;179919001.97
2015-10-01;4539555.5256900005;57923448.06285334;18916222.955;222309805.79884;446192756.1625786;802886757.73;429610830.969275;258151876.37;232631644.76399997;423740470.68;1574255140.0932693;47733849.81513;5393272.92734;;1578113.3697900001;14966528.308;18070438.276481;776645357.128679;5626740531.209946;291194462.27302;;230113332.9;572773424.8299999;-41080625.478584;;982022595.63;5912392.7566;37270687.27525316;402843198.35;187286891.56
2015-11-01;5696921.746302;59401891.682243325;17452292.646;239393932.04296;453530370.43460995;805073493.29;431459957.433;271353368.426;239632818.238;429281401.27;1626998563.6559165;51328534.64049;5685101.5868;;1672090.17046;16073071.64;18589786.190428;788408421.2410039;5759085871.528703;298053855.19449;;228654493.1;576419000.19;-42455958.1282;;1014408566.5;6024090.4852;37504366.358916685;401264536.65;210252961.79
2015-12-01;5445487.770565;59373353.828493334;28872073.732;232262307.43762;453731010.5666401;821290887.14;437572509.27599996;259953241.128;248386767.23000002;447008841.57;1612971902.5109801;47422881.21906;5519129.84703;;1739904.05124;23055079.138;19172256.313828;786899147.0928271;5786300767.473193;295623987.62091;;234381852.6;586909034.54;-42300759.85962;;1003444293.7;5896760.8766;36784533.694;400471234.33;208675839.77
2016-01-01;2771361.691446;61218839.38577999;14160333.42;234565689.296245;757515829.66377;806804279.79;439040021.475077;264345880.75771996;243965187.72399998;439765610.47;1700004152.6204998;50586336.93404201;5645026.3411;;1670018.28007;14144869.343;18747895.466282;842260198.021541;6190604005.785395;293392475.10481995;;230856932.25;575947347.54;73135401.1256;;995477684.79;6047847.3629;36286027.952;396630638.31;192426553.08
2016-02-01;6761412.409173001;60713274.820897;25247997.504;228679840.14688003;456535489.216777;837918185.0;458612599.78699994;267741630.61616498;245613534.815;434694826.87;1656717186.4774;47498974.68439;5403831.1753;;1693673.01272;14869243.847;18679422.205103;791703619.7882771;5856875464.111062;297790721.7349799;;241555992.96;596362192.04;-44998882.0157;;1034410092.4;6097968.6411;36915717.872;403701797.7;220590491.88
