date;Autres;Centres de santé;Cures thermales;Dentistes;Généralistes;Indemnités journalières (IJ);Infirmières;Kinésithérapeutes;Laboratoires;Liste des produits et prestations (LPP);Médicaments;Orthophonistes;Orthoptistes;Psychologues;Pédicures;Remboursement de soins à l'étranger;Sages-femmes;Spécialistes;Total;Transports;dont IJ accidents du travail;dont IJ acidents du travail;dont IJ maladie;dont autres médicaments (franchises, Rosp, gardes pharmacies …);dont médicaments remboursés de ville;dont médicaments remboursés à 100%;dont médicaments remboursés à 15%;dont médicaments remboursés à 30%;dont médicaments remboursés à 65%;dont rétrocession hospitalière
2020-04-01;6945553.5265988;35975961.929005004;1703.9590629;35142114.92335506;343279407.2557799;1777311530.9710002;550514658.91014;59374544.09355;192561043.1884;450357518.28;1654931345.9857;12822743.380591001;548100.733882;;173357.35094499998;18598191.124;20788339.786159;419603970.28427994;5758351145.466957;179421059.78451;280000730.12;;1497310800.851;-35664916.554299995;1524162468.9;;;;;166433793.64
2020-05-01;4294782.985993;79166216.622444;0.0;361030074.973045;469855574.1678999;1211070869.237;578682761.5179999;270946733.62935;289457004.172;496491164.77;1745659478.9628;42983052.35980001;7716867.495999999;;4030150.8667200003;19010805.49;26571446.854785;953412296.7434059;6816657082.044253;256277801.19500998;285137582.41;;925933286.827;-17673019.797199998;1598523561.8;;;;;164808936.96
2020-06-01;3309038.8486510003;137668318.15106;331782.15041;328177189.57089406;671425694.7937801;1042205243.852;582118105.5150039;322390078.93914;341046888.638;539426854.65;1833842932.4563;58916759.751789995;10724081.980700001;;3189404.6343;19268947.173;29733212.896187;1057455492.263936;7339754936.367212;358524910.10206;279506366.56;;762698877.2919999;-19358554.923699997;1674720207.3;;;;;178481280.08
2020-07-01;3683809.762368;116344740.93360698;8875756.4233;302967707.78502095;482425474.67791;1022767596.054;590763910.9332001;333657054.82298;401368361.20500004;582456286.76;1874896305.0430002;66611609.68344999;11190551.0722;;2497640.36039;18718645.245;29207111.959026;1066922317.8516251;7277297637.484588;361942756.91251;301174071.93;;721593524.124;-28864465.117000006;1717074302.9;;;;;186686467.26
2020-08-01;1833764.7542710002;103014758.729388;16004683.547;312914694.14619803;467845114.18389195;1055448028.1689999;596446899.0372;338082331.4464;509251953.611;566178653.12;1891632328.1165;74374265.7905;11656072.252600001;;3611368.21984;18573012.099;28598670.268559;1034535158.2266239;7377586332.341771;347584576.6238;303703339.66;;751744688.509;-41505256.4835;1743261108.3;;;;;189876476.3
2020-09-01;4534729.852219999;98591352.79939602;12798569.156;278431356.29697096;639742213.4009999;1126412247.4680002;601227716.339;324633703.6596001;542759749.38;565424031.69;1888391734.4441001;60836885.12168;10926127.6631;;3397431.6602200004;18986850.553;28708662.143264;1003001465.2340009;7553811382.073393;345006555.21184003;319881627.05;;806530620.418;-43220155.99590001;1734340450.5;;;;;197271439.94
2020-10-01;4851612.886263;94923439.00858797;12144958.195;261354786.03656003;446800706.15209997;1147655522.8980002;614281313.3624;319462476.1516;644965247.307;575984552.1;1936471718.5223;57293103.229669996;10555317.5547;;2683356.92817;19465919.695;28417146.082912996;962914966.3821671;7476434047.547411;336207905.05498004;311488274.61;;836167248.288;-30430339.447700005;1776203841.3;;;;;190698216.67
2020-11-01;3448653.0656390004;101706291.506574;464941.31158;301875401.375266;630726143.12284;1114353389.482;617928434.6151999;340149531.84742004;617728001.9629999;557104893.81;1926059951.8709998;64099707.129269995;11395691.8997;;3533811.29835;19192443.071;30800262.638540003;981197423.698343;7657817965.584722;336052991.87899995;294345327.61;;820008061.872;-36194843.339;1768001167.3;;;;;194253627.91
2020-12-01;7484339.5380069995;108106899.49660999;4314.2997046;288432028.22694993;633207666.8282001;1094855662.9359999;621542384.1630001;333863414.891;587216950.416;590255488.37;1983098632.0479999;62885618.03859;11802055.9482;;3506846.94184;17426063.346;29802389.145459;989206271.481357;7700430414.031917;337733387.917;317611518.78;;777244144.156;-40739803.522;1830065729.6;;;;;193772705.97
2021-01-01;316579959.615534;141529840.37925202;144638.7238;297322008.087215;882424793.2572;1092686977.5609999;627586650.39226;332732998.0628;702732054.5229998;547989227.01;2011853119.8224998;65735554.7209;11666079.2669;130.0;2987175.2586;19849243.567;30358608.084833004;1088489490.53896;8529294833.043795;356626284.17204;311584484.18;;781102493.3809999;24374268.4045;1795128836.6679997;;;;;192350014.75
2021-02-01;36561855.257621;103413558.630664;3990.3206873;292198903.960007;444938005.3094;1108752810.48;628601644.45966;325910451.67318004;596277222.7179999;572043579.71;1922835083.4286;63896774.40952;11310069.0055;472.0;3400609.9225399997;20683305.682;30325973.571474;977377865.3490101;7487907750.511324;349375574.62346005;317519477.75;;791233332.73;-38329424.1844;1772113205.773;;;;;189051301.84
2021-03-01;88893329.60517499;106574922.904887;2615.3706616;291520010.102772;481409780.17930007;1153258264.5449998;642445706.802;329723480.363;766550141.7839999;571901015.11;2055607565.2432003;62286128.04020999;11609092.2808;484.0;3415072.90899;21110793.556;31362705.361388;1004182718.9921199;8002082311.785603;380228484.63609993;311925726.19;;841332538.355;-41224513.62279999;1905872372.976;;;;;190959705.89
2021-04-01;101311056.71891901;108510070.48896897;578.24795688;280559596.12425107;461669087.56818;1177601236.588;645721278.9029999;334237992.1032001;582946470.1977;593808565.01;2055696883.24852;61569955.05160999;11411676.134599999;416.0;2957577.94214;20810837.517;31145927.457054004;975579235.78186;7818163955.75241;372625514.66945;311099082.37;;866502154.2179999;-41147494.46948001;1899958803.738;;;;;196885573.98
2021-05-01;110035025.775958;107957004.08773;4483553.4011;292487018.12900203;448231037.3437601;1139463523.736;629067976.3579999;325736359.38845;575741239.2893;593917777.9;2013057440.5210998;60105611.87815;11690292.9093;1052.0;3426673.34535;21826016.776;30404301.264485996;984440047.6075;7723329868.596117;371257916.88493;312448782.73;;827014741.006;-40488214.4949;1856843888.006;;;;;196701767.01
2021-06-01;121665411.283775;113322047.239273;14086750.651;300034529.519666;630530818.6789998;1094834180.2870002;616544570.16818;328957485.66;577298545.427;595614857.27;2024275143.3478997;62336595.78822;11920086.245;15408.0;3563744.1119199996;20804353.032;30705797.12013;1013370305.1715801;7942629707.473694;382749078.47204995;317794492.81;;777039687.477;-42110797.053100005;1870155285.1609998;;;;;196230655.24
2021-07-01;114109283.126429;109035775.66510701;15687597.02;284170494.020675;456955844.80670995;1154242454.7940001;624432972.10546;327177473.0154;512718122.6143;595013350.5;2139384337.8116;60153086.861949995;11556270.7347;33620.0;3305571.20268;18389533.72;30932799.801527005;988192437.1904999;7824688860.164008;379197835.17297;327461566.55;;826780888.244;-41976123.1284;1987711672.43;;;;;193648788.51
2021-08-01;85604844.235384;117462350.530342;18869334.396;280092845.537203;460743377.9644901;1141029587.03;640379791.878;327249298.883;534486084.577;540524674.99;2282472576.6749997;62519561.02663;12444224.9756;30456.0;3761815.9138100003;17637308.153;30795896.481536005;998161451.2505;7934860032.210254;380594551.71276;308806544.24;;832223042.79;-42888391.791;2136801478.2759998;;;;;188559490.19
2021-09-01;65686441.914367005;117329062.92525601;18435452.625;284213990.981117;622330769.6547999;1162986940.214;626605366.425;331053448.29971004;418898107.33398;612087777.14;2272562278.524;59900357.48973;11647988.6248;79754.0;3745013.55964;19152766.963;31717282.521886;998443157.69809;8037831969.326637;380956012.43226004;322594528.94;;840392411.2739999;-41499380.166999996;2122369914.321;;;;;191691744.37
2021-10-01;40227931.222434;114357772.95630997;21532215.959;289687781.052598;467902065.3134;1159611114.705;612900567.709;334384057.26987004;391369152.51186997;592238102.92;2159612532.262;62932592.74782;11922544.1291;101405.53;3591913.54652;19627974.824;32186544.880566996;1010665400.4563402;7710580994.270439;385729324.27461;331199842.71;;828411271.995;-36081710.925000004;2007307990.6569998;;;;;188386252.53
2021-11-01;51108887.883728996;117602619.39780402;21151622.455;285650270.623601;642492238.5363;1167859588.855;616259110.8470001;320191911.14900005;451329276.55200005;599593374.16;2233608518.102;53158191.68671999;11173157.9377;108399.31;3950176.40081;20450463.138;31620569.023865;999755098.12799;8010794805.61109;383731331.4245701;332500493.54;;835359095.3149999;-29978266.771000005;2068341022.503;;;;;195245762.37
2021-12-01;118307032.144676;111893642.883358;4079468.3452;267572546.357204;448626969.88934004;1273569517.753;653626876.9629998;312657889.39100003;644698994.5516999;594098105.71;2378172735.5389996;50404577.934957005;10641918.5397;106151.16;3720846.12469;27605583.016;30309733.763179;957855962.3634098;8259213981.504813;371265429.0754;329202955.98;;944366561.773;-38088830.163;2228454974.2720003;;;;;187806591.43
2022-01-01;335111436.002081;;12467601.479;340567639.633585;924179762.5167701;1644473118.196;738706255.0499301;327855847.5425;828242521.729;559071061.46;2784524355.0620003;56426073.424210005;14589737.1556;189573.8;3961032.12951;7791574.692;34374026.938841;1126214138.1897;10116158381.329206;377412626.32847995;;330110686.23;1314362431.966;-37941820.538;2640130566.85;;;;;182335608.75
2022-02-01;78042024.681115;;10948892.81;338744040.098084;433890388.54690003;1299040182.75;652720679.7615;322365143.77295;444909513.653436;561719236.35;2280124847.9219;58524190.51808;15461067.0123;1826.4;4178103.6202300005;7662375.0964;33578774.172547;1018197998.29526;7941780786.842788;381671501.3820841;;327130108.86;971910073.89;-39615572.8561;2129518934.788;;;;;190221485.99
2022-03-01;58264857.021441996;;12419838.774;343799455.37634593;479484402.2709001;1275214968.2660003;642954092.4123999;329776660.18899995;415650160.5065;625531684.66;2249664082.0820007;60645900.35097001;15702059.3797;1560.0;4037064.1888;7522753.1537;33777465.731467;1047795020.3813;7995384234.227597;393142209.4830701;;343273302.66;931941665.606;-41641178.204;2106832754.266;;;;;184472506.02
2022-04-01;52219322.19185799;;11164514.492;328321341.620787;478090181.5651;1314156785.2519999;645765077.4330399;318679250.05946004;422379071.832152;593965144.72;2193816628.1750007;57777590.51229;15584311.9265;245644.17;4060091.25839;7621600.2228;33026335.195063002;1025219381.92098;7894574431.989291;392482159.4418699;;347995420.63;966161364.622;-42030012.98399999;2054541222.9190001;;;;;181305418.24
2022-05-01;51206412.54367;;17208084.187;347530665.7579389;471623489.67089987;1204697955.701;629511782.7187299;334505501.56123996;341577714.144;579342717.08;2096621759.9040003;60538472.81569;15969263.7536;731993.54;4220573.19687;7757931.327;33551389.437996;1056748361.8112102;7650132900.6915245;396788831.54068;;335841230.61;868856725.0910001;-41021312.849;1971431439.573;;;;;166211633.18
2022-06-01;55237938.440434;;14739844.528;342555252.46822596;665411978.5077;1292798465.381;642028862.1237999;333906660.90061;368705648.57677007;606580767.27;2204066211.6619997;60510997.140999995;16193148.3575;998668.76;4119888.04102;7707656.1906;34059877.819983;1054046910.3468702;8105518173.800046;401849397.28453004;;341100355.67;951698109.7110001;-43399658.321;2065608326.493;;;;;181857543.49
2022-07-01;64447404.896399;;14368096.85;345822609.93393403;476726729.39525;1348276832.04;644231440.8867999;327045770.40812004;412873908.60954005;607182087.66;2186762502.8738;61450281.89247999;17225746.1745;818166.48;4200248.77252;7829883.9818;33191663.878859;1041164381.21826;8004644014.401511;411026258.44925;;342447487.17;1005829344.8699999;-43034726.9562;2052816096.49;;;;;176981133.34
2022-08-01;47019023.86778;;18671998.682;376794384.716753;474335104.4151;1240462006.049;632628497.8241;345774175.89101005;339424042.66999996;643597992.38;2197437010.9498;69816341.16683999;20234896.0949;622220.44;4483929.11701;7986379.1192;34260435.290644;1089883295.5613399;7955001807.003477;411570072.76799995;;351974623.13;888487382.919;-43324581.5202;2054667580.9;;;;;186094011.57
2022-09-01;66732751.475181006;;16536729.298;353681730.03013504;647950395.5742;1263527801.979;639955085.0569;346155922.2166;335514801.3844;609803077.1;2178053412.4324;64415799.87042;17521847.698099997;1200899.82;4274476.82786;7995599.6718;35156903.566204995;1071325558.00367;8069213291.6991415;409410499.69426996;;342495353.18;921032448.7989999;-42550434.56559999;2038754288.0379999;;;;;181745358.31
2022-10-01;60316665.13887499;;19093619.984;351653553.788737;477470714.9028001;1274443462.165;647708914.8201;345012978.143;346832229.31999993;612622965.48;2182258905.5702;65761579.316209994;17769615.4085;1196684.3;4389624.209650001;7779906.3957;34603046.573589;1069003305.8042198;7946770543.62879;428852772.3082082;;332879953.86;941563508.3050001;-35678777.3038;2037961347.4239998;;;;;179787435.89
2022-11-01;54632755.454769;;14863599.216;360958442.82545006;662166236.2022;1278256907.692;643254278.3115001;351681352.49813;332232557.655;629784073.47;2228927443.673;59507306.49441;17028764.3315;1201335.96;4610163.901219999;7611184.785;34370920.979396;1086874906.3265798;8180536526.499169;412574296.72301406;;352633173.34;925623734.352;-26776318.463;2033565529.762;;;;;185338519.22
2022-12-01;70976509.190015;;4935419.7941;340114603.52525604;698269078.83737;1311110708.833;649572057.6982;335331125.9968;337076344.9702;607498742.81;2210407733.964;56963668.85840999;16962017.3422;915700.87;4286928.743430001;6446474.8939;33948210.32151;1040575126.53823;8125320312.015215;399929858.828594;;339838402.86;971272305.973;-36353661.331;2001960773.221;;;;;181834419.7
2023-01-01;205629781.6363387;;336208.43;364101761.54047525;941363481.41771;1213798874.926004;635630357.7709037;356567107.4818743;303164709.8083245;618596407.4514725;2225529247.7807226;64866247.47975861;18204411.719913356;1390655.7701246333;4650876.912670688;3300726.398670459;35824975.569159515;1219580615.1583457;8642759100.57153;430222653.31905997;354915971.8872934;;858882903.0387104;-40603768.58917508;2094719960.2106905;;;;;171413056.15920627
2023-02-01;48943255.08031209;;2818852.26;356592900.1713682;462463515.42253387;1207678740.0943546;637258778.7426498;350008675.77685153;289389589.5993247;627449363.0434688;2211293898.273437;63026718.45110297;18129830.382367652;2002452.6448774913;4575068.197764555;3694855.751910428;34887819.64607779;1091515840.4017673;7835847103.545356;424116949.6051886;349933457.16796225;;857745282.9263923;-41160506.18854572;2079464017.4228797;;;;;172990387.0391029
2023-03-01;50530397.271964714;;11207724.360000018;360117961.67126185;462608689.99682593;1217451417.6674511;638744152.6577908;352885375.3524847;286513119.50834095;623143611.8877457;2201078647.714581;63490480.79644049;17879562.40846328;2566299.2001824444;4551161.28792934;3678622.9035924673;35132144.049904026;1101477208.8403554;7869793749.346563;436737171.7712499;356138933.7399401;;861312483.9275112;-40712197.22482695;2070423055.7385232;;;;;171367789.20088467
2023-04-01;52055386.087944485;;18425471.960000012;352065574.7597049;461962611.9329452;1245465305.616646;637832621.1546471;349680766.83171624;272789743.61832994;614851128.2350602;2212750239.6622195;64439122.372325316;18135196.491130568;1876846.4478194911;4804833.223002722;3183467.8746044873;34559133.19474912;1098777223.6272366;7873397025.282491;429742352.1924105;363024339.88987046;;882440965.7267755;-40160756.58892671;2092867686.9132383;;;;;160043309.33790806
2023-05-01;44839561.12598644;;25320828.81000001;370740492.02640766;483228254.2989662;1233461137.520386;640835168.5948448;359929991.99391925;277985100.85656637;641261064.5935645;2254116488.052165;66062827.209704414;18828650.359302077;1663362.1749413945;4772985.427433567;3515138.2644302044;36154146.27413957;1116259162.6964579;8018739229.976762;439764869.6975467;363133447.93431157;;870327689.5860745;-42833269.909688935;2129662045.0897584;;;;;167287712.87209517
2023-06-01;47673299.44461635;;23748169.159999963;364844819.47895443;664568637.3826121;1250534429.0124547;636734684.2102633;357824184.57522947;273945577.3303747;631424873.1410595;2215251822.842173;65257770.76822767;17933702.631666496;1533496.4640682326;4759309.894046131;3712341.9168769103;35854453.50278252;1111859033.4695618;8142530016.356306;435069411.13133883;363328946.17423934;;887205482.8382156;-41391884.79721898;2090714271.4718282;;;;;165929436.16756418
2023-07-01;45390945.49131762;;23839383.859999996;378557829.4673566;476227139.8187571;1242894994.1750803;639704102.2706267;369836607.07842666;275801696.55794245;629194060.1059313;2251805897.530461;71285119.4934304;19332820.248516798;1105647.1483955176;4946776.810514738;4354761.101653121;35746358.55841501;1141920816.1906664;8046941735.449608;434996779.54211676;359813448.4779261;;883081545.6971543;-41021108.6794686;2124882557.9192169;;;;;167944448.2907127
2023-08-01;41476668.68285115;;23142414.949999984;383874872.2776633;478291942.2673072;1283354279.246633;639277695.0938009;364053333.9694465;275698660.47628725;650656039.6212916;2275840416.292631;71213377.29434915;19156564.75783537;923163.7061983354;4886980.481787719;4645196.520255877;35898498.05333849;1140004618.567662;8134677000.080899;442282277.8215605;383747017.2373239;;899607262.009309;-42321498.500610806;2140043542.4723587;;;;;178118372.3208835
2023-09-01;48590600.942396656;;31581031.840000037;376645744.22327477;657687989.6121339;1280356890.6674738;648085215.4316955;363315556.02562034;281059841.4086624;645114717.3568261;2273485594.628692;66457767.87697839;17530799.928703755;1245340.749641525;4927472.721735518;3478493.687341999;36243899.41922384;1126370238.7841218;8297879870.026342;435702674.7218202;376352208.6031245;;904004682.0643494;-41150716.83977415;2142020416.9695542;;;;;172615894.4989122
2023-10-01;66103453.35062787;;30022913.80000007;348862305.9638121;470459902.87957954;1246749792.8284004;653491533.8778263;363878329.2274909;275746210.7067726;637129589.5832726;2307026495.481056;67567437.05778958;18177275.64473009;1341123.8337051508;5124698.738777432;3324097.8168294793;36305848.15046371;1134605702.3246472;8101929443.646496;436012732.38071287;368128772.4626269;;878621020.3657734;-30142500.31490388;2166506812.8808904;;;;;170662182.91506958
2023-11-01;62342007.306589045;;13790122.509999968;324760524.02616525;664720874.032992;1312716223.898169;657122687.8243951;357279834.3806932;278505198.5301251;648796564.1343606;2279863947.769822;64081436.94210423;17878162.64152462;1344812.2918026901;5001582.199480482;3171916.4834161224;35998260.72451926;1133087463.4306679;8310121203.113777;449659583.98694944;392696533.37728965;;920019690.5208793;-24511908.96574907;2137302765.1569164;;;;;167073091.57865477
2023-12-01;64432083.3598265;;659324.4;343936053.73433095;734692311.4342804;1286329720.7672346;668029021.6486877;373024393.14101684;289829015.5066392;662473573.007826;2379546009.729846;75234412.80410701;19878655.810598493;1043993.7413334332;5352548.841784803;3237919.2387861162;38880883.7350637;1200140933.2272327;8608270524.532173;461549670.4035793;386593447.2570824;;899736273.5101522;-38327091.2735518;2235985172.407955;;;;;181887928.595443
2024-01-01;186102684.54165748;;24657837.225797284;335291483.33282626;1033737072.0230752;1276612444.816085;713040429.2086494;377327520.2171096;286511327.3594574;684991812.1077523;2422689859.9520807;66974206.006269075;19757416.49441112;1811130.2692735775;5452078.8747092495;4516187.2187001845;39898880.850458674;1282130905.4222205;9224831910.687647;463328634.7671111;377265999.3475552;;899346445.4685298;-41050235.01462752;2283017403.854892;;;;;180722691.11181656
2024-02-01;55139427.92709484;;25401462.163097728;348836901.6080034;531786714.4469583;1322936334.6331546;725974597.5098288;396123694.22408974;282698108.029914;689550537.8681868;2397162043.241195;75045279.31506492;20732179.35303007;1990395.25108349;5686066.470534359;4662833.334146056;41775969.213099465;1203512008.3621478;8610236390.757566;481221837.8069365;395686802.715886;;927249531.9172688;-41840368.87816614;2263837722.620399;;;;;175164689.49896225
2024-03-01;54077776.593064085;;22343597.517988306;345081777.4130435;508329501.76978976;1350363460.77206;724418072.65992;393935858.0410635;281128599.1365162;688906070.3736169;2361119399.2939167;70949619.2642056;20402813.19450452;1790775.0604619288;5899636.62199639;4537633.4016508525;42747689.83114096;1187732205.0335996;8531716978.818834;467952492.8402954;403587961.305736;;946775499.4663237;-39945133.04646496;2234331367.150737;;;;;166733165.18964478
2024-04-01;71944846.81917444;;24460614.76462453;355729073.15961194;526906428.31450635;1322380801.9541829;721828064.2806414;399022171.9254943;287263523.8571848;697411580.6095967;2373066862.8199296;74260802.36284074;20364747.743589558;2023135.562963057;6787003.03338763;4786807.928164748;43861695.46034695;1209753016.01528;8620146659.110361;478295482.49884117;397990840.2094129;;924389961.7447699;-84863939.87946966;2281902260.6965714;;;;;176028542.00282827
2024-05-01;52928451.54895956;;17567092.604427494;347587060.4408927;508614501.6733514;1330211599.5952387;724886675.1380405;392979170.16192055;275340454.56904477;712145157.4277695;2393718184.056182;72956638.70362234;20391296.472864714;1991686.0959324578;6549778.364701637;4651058.216789263;43754215.06690026;1194403521.0436378;8574408145.224189;473731604.0439144;409220097.8569261;;920991501.7383126;-81084164.05563931;2293730285.1777186;;;;;181072062.93410254
2024-06-01;56364699.936051816;;17328389.925532635;347184367.51649773;706886434.3048877;1374660100.3616452;729436125.3537881;394441830.90117556;269214478.8327952;690060769.6416892;2352334765.776418;72888721.38812129;20440960.254898675;2395320.201705759;6326158.192000594;4651248.120398401;42346799.76277099;1176109049.5007353;8734734613.910992;471664393.9398781;412392397.95526457;;962267702.4063808;-72593711.12609136;2254586454.8533864;;;;;170342022.04912344
2024-07-01;61182618.73028475;;16778652.167172335;354242195.427835;505399175.9716029;1370119268.6184247;731097759.5554222;399570788.68352383;273337406.8460984;693992770.0696406;2398903743.884981;75332692.27060592;21007406.38436601;4255481.317321446;6566078.274427831;4985363.589206925;43526917.0453313;1211142436.9111805;8655638977.718683;484198221.9712585;415637381.20917255;;954481887.409252;-67067403.88290511;2291067567.668782;;;;;174903580.09910417
2024-08-01;47572633.25251456;;15854393.93311648;353734719.95485306;500262095.2923781;1387602317.1981165;736423611.9137243;399116476.7771637;273295897.20688224;727416792.2987123;2421499545.6726265;74226527.82958643;21524604.82479644;4220287.935883899;6605612.810718963;4982818.02795142;43798915.99891131;1203213542.1546857;8699669225.51289;478318432.4302685;421028471.74187636;;966573845.4562402;-62770836.50111318;2310226527.2257786;;;;;174043854.94796142
2024-09-01;58732846.191820554;;18119320.10653025;354663310.918115;714987094.1826518;1363834135.2861485;739038610.7501273;404365074.0401306;249968002.36679238;700975710.0524721;2432379336.332457;74765801.22668554;21582123.486860186;4513135.845380144;6663112.182096396;4919423.554314725;44209103.802989274;1214210211.5950613;8892933122.781963;485006770.86132765;415622428.93059504;;948211706.3555534;-61311173.42846588;2321550854.420682;;;;;172139655.34024104
2024-10-01;69702001.7937647;;16036211.000529228;351903526.2574022;498925517.56466484;1370628112.7342353;740064916.2580464;400572675.83177334;253562002.75380743;719042699.2184093;2503938378.062449;73561128.29789114;21644522.07053602;4920162.913476834;6842832.203565881;4892111.748410007;44122507.35310395;1206427319.2814636;8771942023.960043;485155398.61651725;422489352.4713626;;948138760.2628727;-47569322.79721091;2378086918.115312;;;;;173420782.74434766
2024-11-01;75419125.80122955;;20371986.178503808;358580129.65429;701908577.7068809;1398997323.058603;740261125.0902127;409377370.2183668;256223301.7987174;716641132.8245701;2513259991.2307143;74121859.7374854;22219715.88612704;4953495.9862239715;6996851.117081025;4797663.187800553;45219144.08987534;1236118158.7544978;9073226862.149538;487759909.8283583;429320348.2904315;;969676974.7681715;-39079428.2619041;2379886240.9549594;;;;;172453178.53765908
2024-12-01;68479939.86784464;;16643453.629041985;360061909.51076925;774012784.8236198;1375323481.5148258;739489321.0947791;400312651.30710995;256245463.48138604;713680272.7973849;2489522455.542248;75485151.26704694;22263351.317450322;5164890.425132814;7010379.90183091;4713324.863656767;45490203.81205064;1232418557.9854884;9067838118.845825;481520525.7041584;423172236.1753135;;952151245.3395125;-52563656.00408382;2368454385.313236;;;;;173631726.23309538
2025-01-01;322325425.1241195;;26837387.193041213;367241062.9926017;1123681977.4041784;1382685324.5317733;741358062.3015606;403205630.8071817;247966492.2954941;727309657.4999871;2478224131.06958;76522978.94730069;22046722.330033503;7357974.951739877;7415705.5253984025;7089462.133130161;46318911.83315264;1381744619.1740658;9860256228.878635;490924702.76429635;424619517.8339277;;958065806.6978459;-82516281.1981647;2382930081.13621;;;;;177810331.13153476
2025-02-01;71907407.49221283;;28274447.743169855;365543843.7384951;553717966.474636;1437340675.4857643;742442285.9915981;408606564.3051341;243351078.5292295;724483395.2577845;2458835083.424839;72661704.44402374;21338302.282431595;7001919.852299365;7119208.943185057;6664792.197992138;44721080.62641663;1236094531.352596;8917683205.18396;487578917.04215086;443227557.2867834;;994113118.1989808;-79570788.73375785;2363163652.2684827;;;;;175242219.89011434
2025-03-01;65347407.84079416;;30492263.68958052;364419119.2557906;540630636.8722548;1448776173.7407575;741953691.0219754;411577901.79739535;253159853.4373271;680375407.1993024;2453906537.068344;74915408.2092753;21602504.408516895;7315092.178063105;6737477.6372211445;6979537.239247077;44519063.04986334;1256191435.069601;8897739017.842854;488839508.1275449;444544495.93413424;;1004231677.8066232;-70198229.15892012;2350016175.5962787;;;;;174088590.63098583
2025-04-01;76315308.11859801;;21876618.517934166;373365015.29182184;540874206.7203612;1425878200.307974;743390053.806755;412471434.0864643;260335663.70071328;778094684.466611;2527607634.7280784;74932504.50799426;22100663.88250232;8422736.409751212;7431458.892243148;6421827.720394703;44762517.555900045;1253945198.5801115;9070280313.95311;492054586.6589007;458501188.56604886;;967377011.7419254;-63582393.47311116;2410633677.0194616;;;;;180556351.1817281
2025-05-01;65978095.69377265;;17530503.36002402;367428379.5895667;539975265.3208787;1452210545.6441023;743256853.3948548;417026145.4651949;259363089.10147008;733700504.1529692;2499680196.92618;75604689.3673434;22076270.126326747;8802405.935872141;7223360.790332912;7169482.490814239;44536246.1681972;1275834716.426119;9012358429.925083;474961679.97106594;464248635.3851493;;987961910.2589529;-60463030.011995934;2381148255.0798764;;;;;178994971.8582992
2025-06-01;67267796.62523818;;18424456.334317975;369366151.94022036;756277821.5592393;1398926418.3174288;751153198.0904886;420495755.214974;263963286.73723292;733283471.7104218;2561682005.982945;75423248.5826746;21899843.03359543;7411307.590299695;7397207.007466797;6705732.09827253;45793030.09555071;1271542184.3057868;9265860843.097849;488847927.87169456;452115237.37861127;;946811180.9388177;-55072805.433680385;2436740795.6574345;;;;;180014015.75919122
2025-07-01;68111674.66375709;;14937790.22399647;381208904.20554197;548275286.7341703;1435251883.1442811;751234683.6709139;421134876.5987311;271222778.8841406;731098284.6352898;2594497817.5511703;77330157.87553616;22365315.07452827;8476203.994904995;7576152.294620575;7355115.718747689;46048065.13130441;1292582768.510236;9175347073.413958;496639314.5020857;473969231.6769582;;961282651.4673228;-52120622.50854982;2461991368.338135;;;;;184627071.7215851
2025-08-01;53394104.02655042;;15938244.318075595;374681155.59679246;533436811.27934206;1412747667.4038923;752992320.7977664;418077477.65389454;270764852.15192884;750366212.6181415;2534449913.271955;74027263.26840062;22113407.052319128;7168779.343637834;7170091.254154588;7117551.85908302;44641122.497413;1250675596.1757855;9018565712.169859;488803141.6007265;462478654.6297411;;950269012.7741513;-48973580.57114806;2405438053.4231024;;;;;177985440.42000034
2025-09-01;69433084.07162935;;17631397.95595784;378654411.68791175;765094321.6571281;1429972594.1859062;755324892.945623;431265084.95259976;269615738.9056601;739928707.5424252;2641888030.2657676;78448327.01340695;22902077.97530529;8125966.607946861;7471322.092577509;7212568.821280719;47049262.14665789;1301804741.281082;9466791190.92117;494968660.8123052;476265924.8089094;;953706669.3769968;-47856472.91636955;2507677625.050335;;;;;182066878.1318019
2025-10-01;77534237.59783643;;15292404.676093692;368719130.7487289;534322587.10683835;1424093014.1643348;758600807.9420465;417488608.22611046;267941688.82273772;744356737.7560298;2668869240.8786836;74757316.21168774;22880151.194089584;7489364.538602689;7545794.282449589;7233612.706281044;44893350.266958825;1269559709.8586063;9197089233.95566;485511476.9775443;474113583.5691083;;949979430.5952265;-27607393.152229033;2526165370.9297385;;;;;170311263.10117376
