date;Autres;Cures thermales;Dentistes;Généralistes;Indemnités journalières (IJ);Infirmières;Kinésithérapeutes;Laboratoires;Liste des produits et prestations (LPP);Médicaments;Orthophonistes;Orthoptistes;Pédicures;Remboursement de soins à l'étranger;Sages-femmes;Spécialistes;Total;Transports;dont IJ maladie;dont autres médicaments (franchises, Rosp, gardes pharmacies …);dont rétrocession hospitalière
2022-01-01;335111436.002081;12467601.479;340567639.633585;924179762.5167701;1644473118.196;738706255.0499301;327855847.5425;828242521.729;559071061.46;2784524355.0620003;56426073.424210005;14589737.1556;3961032.12951;7791574.692;34374026.938841;1126214138.1897;10116158381.329206;377412626.32847995;1314362431.966;-37941820.538;182335608.75
2022-02-01;78042024.681115;10948892.81;338744040.098084;433890388.54690003;1299040182.75;652720679.7615;322365143.77295;444909513.653436;561719236.35;2280124847.9219;58524190.51808;15461067.0123;4178103.6202300005;7662375.0964;33578774.172547;1018197998.29526;7941780786.842788;381671501.3820841;971910073.89;-39615572.8561;190221485.99
2022-03-01;58264857.021441996;12419838.774;343799455.37634593;479484402.2709001;1275214968.2660003;642954092.4123999;329776660.18899995;415650160.5065;625531684.66;2249664082.0820007;60645900.35097001;15702059.3797;4037064.1888;7522753.1537;33777465.731467;1047795020.3813;7995384234.227597;393142209.4830701;931941665.606;-41641178.204;184472506.02
2022-04-01;52219322.19185799;11164514.492;328321341.620787;478090181.5651;1314156785.2519999;645765077.4330399;318679250.05946004;422379071.832152;593965144.72;2193816628.1750007;57777590.51229;15584311.9265;4060091.25839;7621600.2228;33026335.195063002;1025219381.92098;7894574431.989291;392482159.4418699;966161364.622;-42030012.98399999;181305418.24
2022-05-01;51206412.54367;17208084.187;347530665.7579389;471623489.67089987;1204697955.701;629511782.7187299;334505501.56123996;341577714.144;579342717.08;2096621759.9040003;60538472.81569;15969263.7536;4220573.19687;7757931.327;33551389.437996;1056748361.8112102;7650132900.6915245;396788831.54068;868856725.0910001;-41021312.849;166211633.18
2022-06-01;55237938.440434;14739844.528;342555252.46822596;665411978.5077;1292798465.381;642028862.1237999;333906660.90061;368705648.57677007;606580767.27;2204066211.6619997;60510997.140999995;16193148.3575;4119888.04102;7707656.1906;34059877.819983;1054046910.3468702;8105518173.800046;401849397.28453004;951698109.7110001;-43399658.321;181857543.49
2022-07-01;64447404.896399;14368096.85;345822609.93393403;476726729.39525;1348276832.04;644231440.8867999;327045770.40812004;412873908.60954005;607182087.66;2186762502.8738;61450281.89247999;17225746.1745;4200248.77252;7829883.9818;33191663.878859;1041164381.21826;8004644014.401511;411026258.44925;1005829344.8699999;-43034726.9562;176981133.34
2022-08-01;47019023.86778;18671998.682;376794384.716753;474335104.4151;1240462006.049;632628497.8241;345774175.89101005;339424042.66999996;643597992.38;2197437010.9498;69816341.16683999;20234896.0949;4483929.11701;7986379.1192;34260435.290644;1089883295.5613399;7955001807.003477;411570072.76799995;888487382.919;-43324581.5202;186094011.57
2022-09-01;66732751.475181006;16536729.298;353681730.03013504;647950395.5742;1263527801.979;639955085.0569;346155922.2166;335514801.3844;609803077.1;2178053412.4324;64415799.87042;17521847.698099997;4274476.82786;7995599.6718;35156903.566204995;1071325558.00367;8069213291.6991415;409410499.69426996;921032448.7989999;-42550434.56559999;181745358.31
2022-10-01;60316665.13887499;19093619.984;351653553.788737;477470714.9028001;1274443462.165;647708914.8201;345012978.143;346832229.31999993;612622965.48;2182258905.5702;65761579.316209994;17769615.4085;4389624.209650001;7779906.3957;34603046.573589;1069003305.8042198;7946770543.62879;428852772.3082082;941563508.3050001;-35678777.3038;179787435.89
2022-11-01;54632755.454769;14863599.216;360958442.82545006;662166236.2022;1278256907.692;643254278.3115001;351681352.49813;332232557.655;629784073.47;2228927443.673;59507306.49441;17028764.3315;4610163.901219999;7611184.785;34370920.979396;1086874906.3265798;8180536526.499169;412574296.72301406;925623734.352;-26776318.463;185338519.22
2022-12-01;70976509.190015;4935419.7941;340114603.52525604;698269078.83737;1311110708.833;649572057.6982;335331125.9968;337076344.9702;607498742.81;2210407733.964;56963668.85840999;16962017.3422;4286928.743430001;6446474.8939;33948210.32151;1040575126.53823;8125320312.015215;399929858.828594;971272305.973;-36353661.331;181834419.7
2023-01-01;205629781.6363387;336208.43;364101761.54047525;941363481.41771;1213798874.926004;635630357.7709037;356567107.4818743;303164709.8083245;618596407.4514725;2225529247.7807226;64866247.47975861;18204411.719913356;4650876.912670688;3300726.398670459;35824975.569159515;1219580615.1583457;8642759100.57153;430222653.31905997;858882903.0387104;-40603768.58917508;171413056.15920627
2023-02-01;48943255.08031209;2818852.26;356592900.1713682;462463515.42253387;1207678740.0943546;637258778.7426498;350008675.77685153;289389589.5993247;627449363.0434688;2211293898.273437;63026718.45110297;18129830.382367652;4575068.197764555;3694855.751910428;34887819.64607779;1091515840.4017673;7835847103.545356;424116949.6051886;857745282.9263923;-41160506.18854572;172990387.0391029
2023-03-01;50530397.271964714;11207724.360000018;360117961.67126185;462608689.99682593;1217451417.6674511;638744152.6577908;352885375.3524847;286513119.50834095;623143611.8877457;2201078647.714581;63490480.79644049;17879562.40846328;4551161.28792934;3678622.9035924673;35132144.049904026;1101477208.8403554;7869793749.346563;436737171.7712499;861312483.9275112;-40712197.22482695;171367789.20088467
2023-04-01;52055386.087944485;18425471.960000012;352065574.7597049;461962611.9329452;1245465305.616646;637832621.1546471;349680766.83171624;272789743.61832994;614851128.2350602;2212750239.6622195;64439122.372325316;18135196.491130568;4804833.223002722;3183467.8746044873;34559133.19474912;1098777223.6272366;7873397025.282491;429742352.1924105;882440965.7267755;-40160756.58892671;160043309.33790806
2023-05-01;44839561.12598644;25320828.81000001;370740492.02640766;483228254.2989662;1233461137.520386;640835168.5948448;359929991.99391925;277985100.85656637;641261064.5935645;2254116488.052165;66062827.209704414;18828650.359302077;4772985.427433567;3515138.2644302044;36154146.27413957;1116259162.6964579;8018739229.976762;439764869.6975467;870327689.5860745;-42833269.909688935;167287712.87209517
2023-06-01;47673299.44461635;23748169.159999963;364844819.47895443;664568637.3826121;1250534429.0124547;636734684.2102633;357824184.57522947;273945577.3303747;631424873.1410595;2215251822.842173;65257770.76822767;17933702.631666496;4759309.894046131;3712341.9168769103;35854453.50278252;1111859033.4695618;8142530016.356306;435069411.13133883;887205482.8382156;-41391884.79721898;165929436.16756418
2023-07-01;45390945.49131762;23839383.859999996;378557829.4673566;476227139.8187571;1242894994.1750803;639704102.2706267;369836607.07842666;275801696.55794245;629194060.1059313;2251805897.530461;71285119.4934304;19332820.248516798;4946776.810514738;4354761.101653121;35746358.55841501;1141920816.1906664;8046941735.449608;434996779.54211676;883081545.6971543;-41021108.6794686;167944448.2907127
2023-08-01;41476668.68285115;23142414.949999984;383874872.2776633;478291942.2673072;1283354279.246633;639277695.0938009;364053333.9694465;275698660.47628725;650656039.6212916;2275840416.292631;71213377.29434915;19156564.75783537;4886980.481787719;4645196.520255877;35898498.05333849;1140004618.567662;8134677000.080899;442282277.8215605;899607262.009309;-42321498.500610806;178118372.3208835
2023-09-01;48590600.942396656;31581031.840000037;376645744.22327477;657687989.6121339;1280356890.6674738;648085215.4316955;363315556.02562034;281059841.4086624;645114717.3568261;2273485594.628692;66457767.87697839;17530799.928703755;4927472.721735518;3478493.687341999;36243899.41922384;1126370238.7841218;8297879870.026342;435702674.7218202;904004682.0643494;-41150716.83977415;172615894.4989122
2023-10-01;66103453.35062787;30022913.80000007;348862305.9638121;470459902.87957954;1246749792.8284004;653491533.8778263;363878329.2274909;275746210.7067726;637129589.5832726;2307026495.481056;67567437.05778958;18177275.64473009;5124698.738777432;3324097.8168294793;36305848.15046371;1134605702.3246472;8101929443.646496;436012732.38071287;878621020.3657734;-30142500.31490388;170662182.91506958
2023-11-01;62342007.306589045;13790122.509999968;324760524.02616525;664720874.032992;1312716223.898169;657122687.8243951;357279834.3806932;278505198.5301251;648796564.1343606;2279863947.769822;64081436.94210423;17878162.64152462;5001582.199480482;3171916.4834161224;35998260.72451926;1133087463.4306679;8310121203.113777;449659583.98694944;920019690.5208793;-24511908.96574907;167073091.57865477
2023-12-01;64432083.3598265;659324.4;343936053.73433095;734692311.4342804;1286329720.7672346;668029021.6486877;373024393.14101684;289829015.5066392;662473573.007826;2379546009.729846;75234412.80410701;19878655.810598493;5352548.841784803;3237919.2387861162;38880883.7350637;1200140933.2272327;8608270524.532173;461549670.4035793;899736273.5101522;-38327091.2735518;181887928.595443
2024-01-01;186102684.54165748;24657837.225797284;335291483.33282626;1033737072.0230752;1276612444.816085;713040429.2086494;377327520.2171096;286511327.3594574;684991812.1077523;2422689859.9520807;66974206.006269075;19757416.49441112;5452078.8747092495;4516187.2187001845;39898880.850458674;1282130905.4222205;9224831910.687647;463328634.7671111;899346445.4685298;-41050235.01462752;180722691.11181656
2024-02-01;55139427.92709484;25401462.163097728;348836901.6080034;531786714.4469583;1322936334.6331546;725974597.5098288;396123694.22408974;282698108.029914;689550537.8681868;2397162043.241195;75045279.31506492;20732179.35303007;5686066.470534359;4662833.334146056;41775969.213099465;1203512008.3621478;8610236390.757566;481221837.8069365;927249531.9172688;-41840368.87816614;175164689.49896225
2024-03-01;54077776.593064085;22343597.517988306;345081777.4130435;508329501.76978976;1350363460.77206;724418072.65992;393935858.0410635;281128599.1365162;688906070.3736169;2361119399.2939167;70949619.2642056;20402813.19450452;5899636.62199639;4537633.4016508525;42747689.83114096;1187732205.0335996;8531716978.818834;467952492.8402954;946775499.4663237;-39945133.04646496;166733165.18964478
2024-04-01;71944846.81917444;24460614.76462453;355729073.15961194;526906428.31450635;1322380801.9541829;721828064.2806414;399022171.9254943;287263523.8571848;697411580.6095967;2373066862.8199296;74260802.36284074;20364747.743589558;6787003.03338763;4786807.928164748;43861695.46034695;1209753016.01528;8620146659.110361;478295482.49884117;924389961.7447699;-84863939.87946966;176028542.00282827
2024-05-01;52928451.54895956;17567092.604427494;347587060.4408927;508614501.6733514;1330211599.5952387;724886675.1380405;392979170.16192055;275340454.56904477;712145157.4277695;2393718184.056182;72956638.70362234;20391296.472864714;6549778.364701637;4651058.216789263;43754215.06690026;1194403521.0436378;8574408145.224189;473731604.0439144;920991501.7383126;-81084164.05563931;181072062.93410254
2024-06-01;56364699.936051816;17328389.925532635;347184367.51649773;706886434.3048877;1374660100.3616452;729436125.3537881;394441830.90117556;269214478.8327952;690060769.6416892;2352334765.776418;72888721.38812129;20440960.254898675;6326158.192000594;4651248.120398401;42346799.76277099;1176109049.5007353;8734734613.910992;471664393.9398781;962267702.4063808;-72593711.12609136;170342022.04912344
2024-07-01;61182618.73028475;16778652.167172335;354242195.427835;505399175.9716029;1370119268.6184247;731097759.5554222;399570788.68352383;273337406.8460984;693992770.0696406;2398903743.884981;75332692.27060592;21007406.38436601;6566078.274427831;4985363.589206925;43526917.0453313;1211142436.9111805;8655638977.718683;484198221.9712585;954481887.409252;-67067403.88290511;174903580.09910417
2024-08-01;47572633.25251456;15854393.93311648;353734719.95485306;500262095.2923781;1387602317.1981165;736423611.9137243;399116476.7771637;273295897.20688224;727416792.2987123;2421499545.6726265;74226527.82958643;21524604.82479644;6605612.810718963;4982818.02795142;43798915.99891131;1203213542.1546857;8699669225.51289;478318432.4302685;966573845.4562402;-62770836.50111318;174043854.94796142
2024-09-01;58732846.191820554;18119320.10653025;354663310.918115;714987094.1826518;1363834135.2861485;739038610.7501273;404365074.0401306;249968002.36679238;700975710.0524721;2432379336.332457;74765801.22668554;21582123.486860186;6663112.182096396;4919423.554314725;44209103.802989274;1214210211.5950613;8892933122.781963;485006770.86132765;948211706.3555534;-61311173.42846588;172139655.34024104
2024-10-01;69702001.7937647;16036211.000529228;351903526.2574022;498925517.56466484;1370628112.7342353;740064916.2580464;400572675.83177334;253562002.75380743;719042699.2184093;2503938378.062449;73561128.29789114;21644522.07053602;6842832.203565881;4892111.748410007;44122507.35310395;1206427319.2814636;8771942023.960043;485155398.61651725;948138760.2628727;-47569322.79721091;173420782.74434766
2024-11-01;75419125.80122955;20371986.178503808;358580129.65429;701908577.7068809;1398997323.058603;740261125.0902127;409377370.2183668;256223301.7987174;716641132.8245701;2513259991.2307143;74121859.7374854;22219715.88612704;6996851.117081025;4797663.187800553;45219144.08987534;1236118158.7544978;9073226862.149538;487759909.8283583;969676974.7681715;-39079428.2619041;172453178.53765908
2024-12-01;68479939.86784464;16643453.629041985;360061909.51076925;774012784.8236198;1375323481.5148258;739489321.0947791;400312651.30710995;256245463.48138604;713680272.7973849;2489522455.542248;75485151.26704694;22263351.317450322;7010379.90183091;4713324.863656767;45490203.81205064;1232418557.9854884;9067838118.845825;481520525.7041584;952151245.3395125;-52563656.00408382;173631726.23309538
2025-01-01;322325425.1241195;26837387.193041213;367241062.9926017;1123681977.4041784;1382685324.5317733;741358062.3015606;403205630.8071817;247966492.2954941;727309657.4999871;2478224131.06958;76522978.94730069;22046722.330033503;7415705.5253984025;7089462.133130161;46318911.83315264;1381744619.1740658;9860256228.878635;490924702.76429635;958065806.6978459;-82516281.1981647;177810331.13153476
2025-02-01;71907407.49221283;28274447.743169855;365543843.7384951;553717966.474636;1437340675.4857643;742442285.9915981;408606564.3051341;243351078.5292295;724483395.2577845;2458835083.424839;72661704.44402374;21338302.282431595;7119208.943185057;6664792.197992138;44721080.62641663;1236094531.352596;8917683205.18396;487578917.04215086;994113118.1989808;-79570788.73375785;175242219.89011434
2025-03-01;65347407.84079416;30492263.68958052;364419119.2557906;540630636.8722548;1448776173.7407575;741953691.0219754;411577901.79739535;253159853.4373271;680375407.1993024;2453906537.068344;74915408.2092753;21602504.408516895;6737477.6372211445;6979537.239247077;44519063.04986334;1256191435.069601;8897739017.842854;488839508.1275449;1004231677.8066232;-70198229.15892012;174088590.63098583
2025-04-01;76315308.11859801;21876618.517934166;373365015.29182184;540874206.7203612;1425878200.307974;743390053.806755;412471434.0864643;260335663.70071328;778094684.466611;2527607634.7280784;74932504.50799426;22100663.88250232;7431458.892243148;6421827.720394703;44762517.555900045;1253945198.5801115;9070280313.95311;492054586.6589007;967377011.7419254;-63582393.47311116;180556351.1817281
2025-05-01;65978095.69377265;17530503.36002402;367428379.5895667;539975265.3208787;1452210545.6441023;743256853.3948548;417026145.4651949;259363089.10147008;733700504.1529692;2499680196.92618;75604689.3673434;22076270.126326747;7223360.790332912;7169482.490814239;44536246.1681972;1275834716.426119;9012358429.925083;474961679.97106594;987961910.2589529;-60463030.011995934;178994971.8582992
2025-06-01;67267796.62523818;18424456.334317975;369366151.94022036;756277821.5592393;1398926418.3174288;751153198.0904886;420495755.214974;263963286.73723292;733283471.7104218;2561682005.982945;75423248.5826746;21899843.03359543;7397207.007466797;6705732.09827253;45793030.09555071;1271542184.3057868;9265860843.097849;488847927.87169456;946811180.9388177;-55072805.433680385;180014015.75919122
2025-07-01;68111674.66375709;14937790.22399647;381208904.20554197;548275286.7341703;1435251883.1442811;751234683.6709139;421134876.5987311;271222778.8841406;731098284.6352898;2594497817.5511703;77330157.87553616;22365315.07452827;7576152.294620575;7355115.718747689;46048065.13130441;1292582768.510236;9175347073.413958;496639314.5020857;961282651.4673228;-52120622.50854982;184627071.7215851
2025-08-01;53394104.02655042;15938244.318075595;374681155.59679246;533436811.27934206;1412747667.4038923;752992320.7977664;418077477.65389454;270764852.15192884;750366212.6181415;2534449913.271955;74027263.26840062;22113407.052319128;7170091.254154588;7117551.85908302;44641122.497413;1250675596.1757855;9018565712.169859;488803141.6007265;950269012.7741513;-48973580.57114806;177985440.42000034
2025-09-01;69433084.07162935;17631397.95595784;378654411.68791175;765094321.6571281;1429972594.1859062;755324892.945623;431265084.95259976;269615738.9056601;739928707.5424252;2641888030.2657676;78448327.01340695;22902077.97530529;7471322.092577509;7212568.821280719;47049262.14665789;1301804741.281082;9466791190.92117;494968660.8123052;953706669.3769968;-47856472.91636955;182066878.1318019
2025-10-01;77534237.59783643;15292404.676093692;368719130.7487289;534322587.10683835;1424093014.1643348;758600807.9420465;417488608.22611046;267941688.82273772;744356737.7560298;2668869240.8786836;74757316.21168774;22880151.194089584;7545794.282449589;7233612.706281044;44893350.266958825;1269559709.8586063;9197089233.95566;485511476.9775443;949979430.5952265;-27607393.152229033;170311263.10117376
